name,display_name,pubmed_occurrence
fibromyalgia,Fibromyalgia,3812
abdominal neoplasms,Abdominal Neoplasms,3810
dyslexia,Dyslexia,3800
muscular atrophy,Muscular Atrophy,3779
mandibular neoplasms,Mandibular Neoplasms,3777
"pregnancy complications, hematologic","Pregnancy Complications, Hematologic",3775
hearing loss,Hearing Loss,3762
cervical intraepithelial neoplasia,Cervical Intraepithelial Neoplasia,3759
neuralgia,Neuralgia,3748
multiple trauma,Multiple Trauma,3745
"nevus, pigmented","Nevus, Pigmented",3736
"leishmaniasis, visceral","Leishmaniasis, Visceral",3731
communicable diseases,Communicable Diseases,3730
parotid neoplasms,Parotid Neoplasms,3730
"hypertension, renovascular","Hypertension, Renovascular",3729
pericarditis,Pericarditis,3719
protein-energy malnutrition,Protein-Energy Malnutrition,3717
gram-negative bacterial infections,Gram-Negative Bacterial Infections,3716
hypogonadism,Hypogonadism,3716
optic nerve diseases,Optic Nerve Diseases,3710
phenylketonurias,Phenylketonurias,3701
intracranial arteriovenous malformations,Intracranial Arteriovenous Malformations,3701
brain abscess,Brain Abscess,3692
albuminuria,Albuminuria,3688
panic disorder,Panic Disorder,3687
"hypoxia, brain","Hypoxia, Brain",3682
sexually transmitted diseases,Sexually Transmitted Diseases,3671
tibial fractures,Tibial Fractures,3667
"thyroiditis, autoimmune","Thyroiditis, Autoimmune",3658
retinitis pigmentosa,Retinitis Pigmentosa,3644
gram-positive bacterial infections,Gram-Positive Bacterial Infections,3639
hyperlipoproteinemia type ii,Hyperlipoproteinemia Type II,3634
"dyskinesia, drug-induced","Dyskinesia, Drug-Induced",3633
fetal death,Fetal Death,3631
amebiasis,Amebiasis,3625
dermatomyositis,Dermatomyositis,3614
malabsorption syndromes,Malabsorption Syndromes,3613
"carcinoma, intraductal, noninfiltrating","Carcinoma, Intraductal, Noninfiltrating",3609
spinal fractures,Spinal Fractures,3608
tongue neoplasms,Tongue Neoplasms,3604
polyps,Polyps,3596
retinoblastoma,Retinoblastoma,3591
giant cell arteritis,Giant Cell Arteritis,3586
infertility,Infertility,3581
splenic diseases,Splenic Diseases,3581
"graft occlusion, vascular","Graft Occlusion, Vascular",3569
status epilepticus,Status Epilepticus,3558
"sexual dysfunction, physiological","Sexual Dysfunction, Physiological",3554
"lung diseases, interstitial","Lung Diseases, Interstitial",3551
barrett esophagus,Barrett Esophagus,3547
vulvar neoplasms,Vulvar Neoplasms,3544
"skin diseases, vesiculobullous","Skin Diseases, Vesiculobullous",3536
hyperaldosteronism,Hyperaldosteronism,3532
myxoma,Myxoma,3521
hematuria,Hematuria,3515
long qt syndrome,Long QT Syndrome,3509
mycobacterium infections,Mycobacterium Infections,3506
hand dermatoses,Hand Dermatoses,3506
"adenocarcinoma, mucinous","Adenocarcinoma, Mucinous",3502
measles,Measles,3482
vertigo,Vertigo,3479
leg ulcer,Leg Ulcer,3470
"mastitis, bovine","Mastitis, Bovine",3455
histiocytoma,Histiocytoma,3454
bronchial hyperreactivity,Bronchial Hyperreactivity,3450
intussusception,Intussusception,3446
diverticulum,Diverticulum,3442
"meningitis, bacterial","Meningitis, Bacterial",3438
"pregnancy complications, neoplastic","Pregnancy Complications, Neoplastic",3437
"glomerulonephritis, iga","Glomerulonephritis, IGA",3432
"histiocytoma, benign fibrous","Histiocytoma, Benign Fibrous",3428
lymphedema,Lymphedema,3427
"amino acid metabolism, inborn errors","Amino Acid Metabolism, Inborn Errors",3427
gallbladder neoplasms,Gallbladder Neoplasms,3425
bradycardia,Bradycardia,3416
femoral fractures,Femoral Fractures,3413
obstetric labor complications,Obstetric Labor Complications,3408
alopecia,Alopecia,3399
jaundice,Jaundice,3385
"enterocolitis, pseudomembranous","Enterocolitis, Pseudomembranous",3384
keratitis,Keratitis,3380
thymoma,Thymoma,3373
"purpura, thrombocytopenic","Purpura, Thrombocytopenic",3367
tremor,Tremor,3366
hydronephrosis,Hydronephrosis,3364
"death, sudden","Death, Sudden",3352
facial dermatoses,Facial Dermatoses,3348
cryptococcosis,Cryptococcosis,3342
diabetes insipidus,Diabetes Insipidus,3342
eczema,Eczema,3342
carpal tunnel syndrome,Carpal Tunnel Syndrome,3340
"pain, intractable","Pain, Intractable",3332
"lymphoma, t-cell","Lymphoma, T-Cell",3317
parathyroid neoplasms,Parathyroid Neoplasms,3314
mucocutaneous lymph node syndrome,Mucocutaneous Lymph Node Syndrome,3307
pruritus,Pruritus,3305
goiter,Goiter,3303
"erythroblastosis, fetal","Erythroblastosis, Fetal",3300
mandibular diseases,Mandibular Diseases,3290
hallucinations,Hallucinations,3288
skull fractures,Skull Fractures,3275
metabolic diseases,Metabolic Diseases,3268
vesico-ureteral reflux,Vesico-Ureteral Reflux,3264
pharyngitis,Pharyngitis,3263
paraneoplastic syndromes,Paraneoplastic Syndromes,3261
amnesia,Amnesia,3260
foreign-body migration,Foreign-Body Migration,3245
"heart septal defects, ventricular","Heart Septal Defects, Ventricular",3244
sudden infant death,Sudden Infant Death,3221
rectal diseases,Rectal Diseases,3216
hyperalgesia,Hyperalgesia,3212
paranasal sinus neoplasms,Paranasal Sinus Neoplasms,3205
tetanus,Tetanus,3203
skin ulcer,Skin Ulcer,3203
asphyxia neonatorum,Asphyxia Neonatorum,3199
hypokalemia,Hypokalemia,3190
"anemia, hemolytic, autoimmune","Anemia, Hemolytic, Autoimmune",3181
pericardial effusion,Pericardial Effusion,3170
erythema,Erythema,3159
cystitis,Cystitis,3155
amblyopia,Amblyopia,3142
hepatolenticular degeneration,Hepatolenticular Degeneration,3127
laryngeal diseases,Laryngeal Diseases,3126
dehydration,Dehydration,3122
chickenpox,Chickenpox,3117
heart aneurysm,Heart Aneurysm,3114
"salmonella infections, animal","Salmonella Infections, Animal",3111
neurocirculatory asthenia,Neurocirculatory Asthenia,3108
wound infection,Wound Infection,3105
"histiocytosis, langerhans-cell","Histiocytosis, Langerhans-Cell",3101
vitamin d deficiency,Vitamin D Deficiency,3100
hemangiosarcoma,Hemangiosarcoma,3096
cryptorchidism,Cryptorchidism,3094
cerebellar diseases,Cerebellar Diseases,3093
"neoplasms, hormone-dependent","Neoplasms, Hormone-Dependent",3090
dermatitis,Dermatitis,3086
keratosis,Keratosis,3073
gingivitis,Gingivitis,3067
esophageal stenosis,Esophageal Stenosis,3064
endophthalmitis,Endophthalmitis,3060
"hepatitis, chronic","Hepatitis, Chronic",3057
multiple organ failure,Multiple Organ Failure,3052
"fatigue syndrome, chronic","Fatigue Syndrome, Chronic",3041
tendon injuries,Tendon Injuries,3039
acute coronary syndrome,Acute Coronary Syndrome,3038
coronary thrombosis,Coronary Thrombosis,3031
"tuberculosis, meningeal","Tuberculosis, Meningeal",3027
schistosomiasis mansoni,Schistosomiasis mansoni,3026
"obesity, morbid","Obesity, Morbid",3025
raynaud disease,Raynaud Disease,3020
hypopituitarism,Hypopituitarism,3010
nephritis,Nephritis,3008
tuberous sclerosis,Tuberous Sclerosis,3006
hyperinsulinism,Hyperinsulinism,3003
language disorders,Language Disorders,3002
"cardiac output, low","Cardiac Output, Low",2998
photosensitivity disorders,Photosensitivity Disorders,2998
myotonic dystrophy,Myotonic Dystrophy,2994
muscle weakness,Muscle Weakness,2991
"purpura, thrombocytopenic, idiopathic","Purpura, Thrombocytopenic, Idiopathic",2985
disorders of sex development,Disorders of Sex Development,2980
tonsillitis,Tonsillitis,2979
meniere disease,Meniere Disease,2975
cellulitis,Cellulitis,2974
"urinary bladder, neurogenic","Urinary Bladder, Neurogenic",2973
"hemangioma, cavernous","Hemangioma, Cavernous",2970
"jaundice, neonatal","Jaundice, Neonatal",2970
orbital diseases,Orbital Diseases,2966
"dysentery, bacillary","Dysentery, Bacillary",2956
prosthesis-related infections,Prosthesis-Related Infections,2955
listeriosis,Listeriosis,2954
"sarcoma, ewing's","Sarcoma, Ewing's",2952
antisocial personality disorder,Antisocial Personality Disorder,2951
skull neoplasms,Skull Neoplasms,2948
cocaine-related disorders,Cocaine-Related Disorders,2948
"anemia, iron-deficiency","Anemia, Iron-Deficiency",2946
heroin dependence,Heroin Dependence,2943
polyarteritis nodosa,Polyarteritis Nodosa,2941
"intestinal diseases, parasitic","Intestinal Diseases, Parasitic",2938
perceptual disorders,Perceptual Disorders,2936
li-fraumeni syndrome,Li-Fraumeni Syndrome,2933
aortic coarctation,Aortic Coarctation,2930
uterine diseases,Uterine Diseases,2924
"adrenal hyperplasia, congenital","Adrenal Hyperplasia, Congenital",2920
ileal diseases,Ileal Diseases,2918
borderline personality disorder,Borderline Personality Disorder,2915
tobacco use disorder,Tobacco Use Disorder,2914
"ossification, heterotopic","Ossification, Heterotopic",2897
osteitis deformans,Osteitis Deformans,2892
pulmonary heart disease,Pulmonary Heart Disease,2882
ureteral calculi,Ureteral Calculi,2871
polycystic kidney diseases,Polycystic Kidney Diseases,2868
"ductus arteriosus, patent","Ductus Arteriosus, Patent",2867
aortic rupture,Aortic Rupture,2866
agammaglobulinemia,Agammaglobulinemia,2865
primary myelofibrosis,Primary Myelofibrosis,2865
community-acquired infections,Community-Acquired Infections,2864
"abortion, habitual","Abortion, Habitual",2864
hemolytic-uremic syndrome,Hemolytic-Uremic Syndrome,2861
choriocarcinoma,Choriocarcinoma,2848
cardiac tamponade,Cardiac Tamponade,2840
spinal injuries,Spinal Injuries,2840
temporomandibular joint dysfunction syndrome,Temporomandibular Joint Dysfunction Syndrome,2839
infarction,Infarction,2838
pharyngeal neoplasms,Pharyngeal Neoplasms,2831
rhabdomyolysis,Rhabdomyolysis,2828
"nephritis, interstitial","Nephritis, Interstitial",2827
bacteriuria,Bacteriuria,2815
collagen diseases,Collagen Diseases,2807
intermittent claudication,Intermittent Claudication,2806
otitis media with effusion,Otitis Media with Effusion,2801
tinnitus,Tinnitus,2798
facial neoplasms,Facial Neoplasms,2797
"hematoma, subdural","Hematoma, Subdural",2789
silicosis,Silicosis,2785
polycythemia vera,Polycythemia Vera,2784
"bone diseases, metabolic","Bone Diseases, Metabolic",2771
opioid-related disorders,Opioid-Related Disorders,2763
"burns, chemical","Burns, Chemical",2762
creutzfeldt-jakob syndrome,Creutzfeldt-Jakob Syndrome,2760
fragile x syndrome,Fragile X Syndrome,2756
von willebrand diseases,von Willebrand Diseases,2756
prostatitis,Prostatitis,2754
epstein-barr virus infections,Epstein-Barr Virus Infections,2751
osteonecrosis,Osteonecrosis,2748
leukemia l1210,Leukemia L1210,2747
medulloblastoma,Medulloblastoma,2747
"liver cirrhosis, alcoholic","Liver Cirrhosis, Alcoholic",2745
uterine hemorrhage,Uterine Hemorrhage,2743
pelvic neoplasms,Pelvic Neoplasms,2740
"embolism, air","Embolism, Air",2735
lichen planus,Lichen Planus,2735
"hip dislocation, congenital","Hip Dislocation, Congenital",2731
"diabetes, gestational","Diabetes, Gestational",2728
meningoencephalitis,Meningoencephalitis,2725
neural tube defects,Neural Tube Defects,2725
gallbladder diseases,Gallbladder Diseases,2723
diseases in twins,Diseases in Twins,2719
myeloproliferative disorders,Myeloproliferative Disorders,2713
rubella,Rubella,2711
optic neuritis,Optic Neuritis,2711
mycosis fungoides,Mycosis Fungoides,2710
"adenoma, islet cell","Adenoma, Islet Cell",2707
respiration disorders,Respiration Disorders,2703
parkinsonian disorders,Parkinsonian Disorders,2702
"tachycardia, supraventricular","Tachycardia, Supraventricular",2702
dwarfism,Dwarfism,2700
fecal incontinence,Fecal Incontinence,2698
"mycobacterium infections, atypical","Mycobacterium Infections, Atypical",2696
myoclonus,Myoclonus,2688
ear diseases,Ear Diseases,2684
intestinal polyps,Intestinal Polyps,2683
dysgerminoma,Dysgerminoma,2681
synovitis,Synovitis,2676
heart injuries,Heart Injuries,2676
delirium,Delirium,2675
enteritis,Enteritis,2670
marfan syndrome,Marfan Syndrome,2664
diabetic ketoacidosis,Diabetic Ketoacidosis,2658
venous insufficiency,Venous Insufficiency,2657
pneumoconiosis,Pneumoconiosis,2654
"nystagmus, pathologic","Nystagmus, Pathologic",2654
"urinary incontinence, stress","Urinary Incontinence, Stress",2649
apnea,Apnea,2645
enterobacteriaceae infections,Enterobacteriaceae Infections,2640
eyelid diseases,Eyelid Diseases,2637
polyradiculoneuropathy,Polyradiculoneuropathy,2636
duodenal neoplasms,Duodenal Neoplasms,2634
"leukemia, erythroblastic, acute","Leukemia, Erythroblastic, Acute",2632
"shock, cardiogenic","Shock, Cardiogenic",2629
lupus nephritis,Lupus Nephritis,2620
colonic polyps,Colonic Polyps,2620
paraproteinemias,Paraproteinemias,2619
campylobacter infections,Campylobacter Infections,2616
choroid neoplasms,Choroid Neoplasms,2612
neoplasm invasiveness,Neoplasm Invasiveness,2608
endocarditis,Endocarditis,2606
diabetic foot,Diabetic Foot,2601
muscle spasticity,Muscle Spasticity,2593
histoplasmosis,Histoplasmosis,2590
wolff-parkinson-white syndrome,Wolff-Parkinson-White Syndrome,2585
diabetes complications,Diabetes Complications,2585
"hearing loss, noise-induced","Hearing Loss, Noise-Induced",2576
pressure ulcer,Pressure Ulcer,2573
"purpura, thrombotic thrombocytopenic","Purpura, Thrombotic Thrombocytopenic",2572
chondrosarcoma,Chondrosarcoma,2555
"lymphoma, follicular","Lymphoma, Follicular",2551
thoracic neoplasms,Thoracic Neoplasms,2550
"leishmaniasis, cutaneous","Leishmaniasis, Cutaneous",2548
pleural diseases,Pleural Diseases,2543
"genital diseases, male","Genital Diseases, Male",2542
"sexual dysfunctions, psychological","Sexual Dysfunctions, Psychological",2540
quadriplegia,Quadriplegia,2533
"colonic diseases, functional","Colonic Diseases, Functional",2531
"bone diseases, developmental","Bone Diseases, Developmental",2523
polyneuropathies,Polyneuropathies,2506
haemophilus infections,Haemophilus Infections,2504
voice disorders,Voice Disorders,2504
adrenal cortex neoplasms,Adrenal Cortex Neoplasms,2500
maxillary neoplasms,Maxillary Neoplasms,2497
"aneurysm, ruptured","Aneurysm, Ruptured",2497
monkey diseases,Monkey Diseases,2496
"skin diseases, infectious","Skin Diseases, Infectious",2494
tourette syndrome,Tourette Syndrome,2494
angioedema,Angioedema,2489
hypocalcemia,Hypocalcemia,2488
polycythemia,Polycythemia,2485
"malocclusion, angle class ii","Malocclusion, Angle Class II",2479
ulcer,Ulcer,2478
gaucher disease,Gaucher Disease,2470
"death, sudden, cardiac","Death, Sudden, Cardiac",2468
vitamin b 12 deficiency,Vitamin B 12 Deficiency,2466
adrenal gland diseases,Adrenal Gland Diseases,2466
thrombophilia,Thrombophilia,2465
osteochondrodysplasias,Osteochondrodysplasias,2464
basal ganglia diseases,Basal Ganglia Diseases,2464
"kidney diseases, cystic","Kidney Diseases, Cystic",2459
vitiligo,Vitiligo,2459
actinomycosis,Actinomycosis,2458
oligospermia,Oligospermia,2457
"parkinson disease, secondary","Parkinson Disease, Secondary",2451
meningococcal infections,Meningococcal Infections,2450
connective tissue diseases,Connective Tissue Diseases,2443
"eye infections, bacterial","Eye Infections, Bacterial",2440
"purpura, schoenlein-henoch","Purpura, Schoenlein-Henoch",2434
language development disorders,Language Development Disorders,2428
adenomatous polyposis coli,Adenomatous Polyposis Coli,2427
"tuberculosis, osteoarticular","Tuberculosis, Osteoarticular",2426
mitral valve prolapse,Mitral Valve Prolapse,2423
"anemia, pernicious","Anemia, Pernicious",2417
"hypotension, orthostatic","Hypotension, Orthostatic",2413
esophageal achalasia,Esophageal Achalasia,2410
orthomyxoviridae infections,Orthomyxoviridae Infections,2402
bites and stings,Bites and Stings,2401
starvation,Starvation,2399
"liver diseases, alcoholic","Liver Diseases, Alcoholic",2396
trigeminal neuralgia,Trigeminal Neuralgia,2392
ovarian diseases,Ovarian Diseases,2391
waldenstrom macroglobulinemia,Waldenstrom Macroglobulinemia,2388
nail diseases,Nail Diseases,2388
menstruation disturbances,Menstruation Disturbances,2388
refractive errors,Refractive Errors,2387
filariasis,Filariasis,2383
sex chromosome aberrations,Sex Chromosome Aberrations,2380
hyperkalemia,Hyperkalemia,2370
"lymphoma, b-cell, marginal zone","Lymphoma, B-Cell, Marginal Zone",2367
parotitis,Parotitis,2367
cholangiocarcinoma,Cholangiocarcinoma,2366
ear neoplasms,Ear Neoplasms,2359
fanconi syndrome,Fanconi Syndrome,2355
anus neoplasms,Anus Neoplasms,2342
hypertrichosis,Hypertrichosis,2338
adrenal insufficiency,Adrenal Insufficiency,2337
mycoplasma infections,Mycoplasma Infections,2334
"echinococcosis, hepatic","Echinococcosis, Hepatic",2332
"tachycardia, paroxysmal","Tachycardia, Paroxysmal",2332
"muscular dystrophy, animal","Muscular Dystrophy, Animal",2330
hip fractures,Hip Fractures,2330
central nervous system neoplasms,Central Nervous System Neoplasms,2329
femur head necrosis,Femur Head Necrosis,2329
esophagitis,Esophagitis,2328
"leukemia-lymphoma, adult t-cell","Leukemia-Lymphoma, Adult T-Cell",2325
"glomerulosclerosis, focal segmental","Glomerulosclerosis, Focal Segmental",2318
"carcinoma, adenoid cystic","Carcinoma, Adenoid Cystic",2315
bone marrow diseases,Bone Marrow Diseases,2314
osteogenesis imperfecta,Osteogenesis Imperfecta,2310
"liver cirrhosis, experimental","Liver Cirrhosis, Experimental",2309
bronchiectasis,Bronchiectasis,2309
"leukemia, hairy cell","Leukemia, Hairy Cell",2306
"psychoses, substance-induced","Psychoses, Substance-Induced",2304
leishmaniasis,Leishmaniasis,2301
ataxia,Ataxia,2297
"aortic aneurysm, thoracic","Aortic Aneurysm, Thoracic",2296
enuresis,Enuresis,2295
carbon monoxide poisoning,Carbon Monoxide Poisoning,2293
choroidal neovascularization,Choroidal Neovascularization,2290
atrial flutter,Atrial Flutter,2272
nasal polyps,Nasal Polyps,2271
liver abscess,Liver Abscess,2266
